序号,大包号,客户来源,创建时间(UTC+08:00),来源仓,计费重,预计件数,实际件数,渠道,状态,目的国,起运港,目的港,MBL提单号,分单号,业务编号,箱号,封号,装箱时间(UTC+08:00),装箱人,仓干交接时间(UTC+08:00),仓干交接人,清关口岸,提单收件人,批次号,车牌号
956,KRRM04317955,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3011.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:31:42,韩龙盼,2026-05-14 08:55:37,丛焕楷,,,D001630-W260514-0001,LFEF086
957,KRRM04317971,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4133.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:07,韩龙盼,2026-05-14 08:55:03,丛焕楷,,,D001630-W260514-0001,LFEF086
958,KRRM04318517,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,22000.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:10:50,韩龙盼,2026-05-14 09:05:26,丛焕楷,,,D001630-W260514-0001,LFEF086
959,KRRM04317923,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3407.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:24,韩龙盼,2026-05-14 08:55:51,丛焕楷,,,D001630-W260514-0001,LFEF086
960,KRRM04318107,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,17000.000,15,15,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:36:18,韩龙盼,2026-05-14 08:52:12,丛焕楷,,,D001630-W260514-0001,LFEF086
961,KRRM04317865,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4250.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:06,韩龙盼,2026-05-14 08:56:22,丛焕楷,,,D001630-W260514-0001,LFEF086
962,KRRM04318515,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,9758.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:22:42,韩龙盼,2026-05-14 09:11:03,丛焕楷,,,D001630-W260514-0001,LFEF086
963,KRRM04318004,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,8714.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:28:21,韩龙盼,2026-05-14 08:55:22,丛焕楷,,,D001630-W260514-0001,LFEF086
964,KRRM04317958,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,2820.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:22,韩龙盼,2026-05-14 08:56:29,丛焕楷,,,D001630-W260514-0001,LFEF086
965,KRRM04318511,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,9492.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:06:50,韩龙盼,2026-05-14 09:10:48,丛焕楷,,,D001630-W260514-0001,LFEF086
966,KRRM04317769,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3784.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:36:11,韩龙盼,2026-05-14 08:56:32,丛焕楷,,,D001630-W260514-0001,LFEF086
967,KRRM04317906,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3524.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:40:24,韩龙盼,2026-05-14 08:56:06,丛焕楷,,,D001630-W260514-0001,LFEF086
968,KRRM04318485,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,5338.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:25:30,韩龙盼,2026-05-14 09:11:01,丛焕楷,,,D001630-W260514-0001,LFEF086
969,KRRM04317764,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,2463.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:03,韩龙盼,2026-05-14 08:57:18,丛焕楷,,,D001630-W260514-0001,LFEF086
970,KRRM04317744,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4538.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:02,韩龙盼,2026-05-14 08:55:54,丛焕楷,,,D001630-W260514-0001,LFEF086
971,KRRM04317933,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3820.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:31,韩龙盼,2026-05-14 08:55:14,丛焕楷,,,D001630-W260514-0001,LFEF086
972,KRRM04317880,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,5231.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:28,韩龙盼,2026-05-14 08:55:57,丛焕楷,,,D001630-W260514-0001,LFEF086
973,KRRM04318503,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4350.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:16:32,韩龙盼,2026-05-14 09:10:45,丛焕楷,,,D001630-W260514-0001,LFEF086
974,KRRM04317857,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,657.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:30,韩龙盼,2026-05-14 08:55:20,丛焕楷,,,D001630-W260514-0001,LFEF086
975,KRRM04317888,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,10639.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:01:11,韩龙盼,2026-05-14 09:12:49,丛焕楷,,,D001630-W260514-0001,LFEF086
976,KRRM04318486,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4425.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:19:30,韩龙盼,2026-05-14 09:10:54,丛焕楷,,,D001630-W260514-0001,LFEF086
977,KRRM04317907,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,5475.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:22,韩龙盼,2026-05-14 08:56:45,丛焕楷,,,D001630-W260514-0001,LFEF086
978,KRRM04317882,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3632.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:04,韩龙盼,2026-05-14 08:56:30,丛焕楷,,,D001630-W260514-0001,LFEF086
979,KRRM04318190,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,5790.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:17:28,韩龙盼,2026-05-14 09:11:20,丛焕楷,,,D001630-W260514-0001,LFEF086
980,KRRM04317777,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3146.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:38,韩龙盼,2026-05-14 08:56:55,丛焕楷,,,D001630-W260514-0001,LFEF086
981,KRRM04317738,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4477.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:41,韩龙盼,2026-05-14 08:56:44,丛焕楷,,,D001630-W260514-0001,LFEF086
982,KRRM04317979,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,6632.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:40:03,韩龙盼,2026-05-14 08:55:31,丛焕楷,,,D001630-W260514-0001,LFEF086
983,KRRM04318029,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,25700.000,14,14,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:28:32,韩龙盼,2026-05-14 08:52:09,丛焕楷,,,D001630-W260514-0001,LFEF086
984,KRRM04317917,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4694.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:52,韩龙盼,2026-05-14 08:55:29,丛焕楷,,,D001630-W260514-0001,LFEF086
985,KRRM04318349,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3951.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:16:58,韩龙盼,2026-05-14 09:12:28,丛焕楷,,,D001630-W260514-0001,LFEF086
986,KRRM04317920,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4672.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:01,韩龙盼,2026-05-14 08:55:11,丛焕楷,,,D001630-W260514-0001,LFEF086
987,KRRM04318479,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,6277.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:20:31,韩龙盼,2026-05-14 09:10:43,丛焕楷,,,D001630-W260514-0001,LFEF086
988,KRRM04317975,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,7422.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:47,韩龙盼,2026-05-14 08:55:01,丛焕楷,,,D001630-W260514-0001,LFEF086
989,KRRM04317826,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3930.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:27,韩龙盼,2026-05-14 08:56:51,丛焕楷,,,D001630-W260514-0001,LFEF086
990,KRRM04317957,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,2062.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:38:18,韩龙盼,2026-05-14 08:55:43,丛焕楷,,,D001630-W260514-0001,LFEF086
991,KRRM04318370,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,20700.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:27:16,韩龙盼,2026-05-14 08:54:36,丛焕楷,,,D001630-W260514-0001,LFEF086
992,KRRM04318382,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,9935.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:17:00,韩龙盼,2026-05-14 09:12:04,丛焕楷,,,D001630-W260514-0001,LFEF086
993,KRRM04317831,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,2864.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:43,韩龙盼,2026-05-14 08:56:20,丛焕楷,,,D001630-W260514-0001,LFEF086
994,KRRM04318286,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4745.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:17:47,韩龙盼,2026-05-14 09:12:20,丛焕楷,,,D001630-W260514-0001,LFEF086
995,KRRM04317926,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,2197.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:01:26,韩龙盼,2026-05-14 09:13:22,丛焕楷,,,D001630-W260514-0001,LFEF086
996,KRRM04318276,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,10632.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:01:24,韩龙盼,2026-05-14 09:13:07,丛焕楷,,,D001630-W260514-0001,LFEF086
997,KRRM04317621,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,3946.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:52:25,韩龙盼,2026-05-14 09:13:50,丛焕楷,,,D001630-W260514-0001,LFEF086
998,KRRM04317800,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,7550.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:40:02,韩龙盼,2026-05-14 08:55:02,丛焕楷,,,D001630-W260514-0001,LFEF086
999,KRRM04317953,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4051.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:37,韩龙盼,2026-05-14 08:56:13,丛焕楷,,,D001630-W260514-0001,LFEF086
1000,KRRM04317921,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,4715.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:53,韩龙盼,2026-05-14 08:56:37,丛焕楷,,,D001630-W260514-0001,LFEF086
1001,KRRM04318083,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,26200.000,13,13,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:50:17,韩龙盼,2026-05-14 09:14:02,丛焕楷,,,D001630-W260514-0001,LFEF086
1002,KRRM04317972,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,9378.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:38:09,韩龙盼,2026-05-14 08:55:44,丛焕楷,,,D001630-W260514-0001,LFEF086
1003,KRRM04317943,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,9752.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:55,韩龙盼,2026-05-14 08:54:59,丛焕楷,,,D001630-W260514-0001,LFEF086
1004,KRRM04317956,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,5244.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:44,韩龙盼,2026-05-14 08:56:15,丛焕楷,,,D001630-W260514-0001,LFEF086
1005,KRRM04319141,AE海运,2026-05-14 08:45:31,威海泓信优选分拨仓,18400.000,35,35,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:44:27,韩龙盼,2026-05-14 09:22:05,丛焕楷,,,D001630-W260514-0001,LFEF086
1006,KRRM04317749,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3819.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:45:54,韩龙盼,2026-05-14 08:56:09,丛焕楷,,,D001630-W260514-0001,LFEF086
1007,KRRM04317809,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3775.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:44:42,韩龙盼,2026-05-14 08:57:35,丛焕楷,,,D001630-W260514-0001,LFEF086
1008,KRRM04317806,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2716.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:17:48,韩龙盼,2026-05-14 09:13:19,丛焕楷,,,D001630-W260514-0001,LFEF086
1009,KRRM04317767,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2017.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:33,韩龙盼,2026-05-14 08:57:12,丛焕楷,,,D001630-W260514-0001,LFEF086
1010,KRRM04318039,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,18200.000,16,16,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:35:04,韩龙盼,2026-05-14 08:52:02,丛焕楷,,,D001630-W260514-0001,LFEF086
1011,KRRM04317810,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2688.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:46,韩龙盼,2026-05-14 08:57:05,丛焕楷,,,D001630-W260514-0001,LFEF086
1012,KRRM04317353,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3753.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:31:56,韩龙盼,2026-05-14 09:00:18,丛焕楷,,,D001630-W260514-0001,LFEF086
1013,KRRM04317734,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3774.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:27,韩龙盼,2026-05-14 08:57:22,丛焕楷,,,D001630-W260514-0001,LFEF086
1014,KRRM04317787,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4724.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:47,韩龙盼,2026-05-14 08:55:21,丛焕楷,,,D001630-W260514-0001,LFEF086
1015,KRRM04317243,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2520.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:43,韩龙盼,2026-05-14 09:00:15,丛焕楷,,,D001630-W260514-0001,LFEF086
1016,KRRM04317676,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4333.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:09:34,韩龙盼,2026-05-14 09:13:31,丛焕楷,,,D001630-W260514-0001,LFEF086
1017,KRRM04317624,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3756.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:25,韩龙盼,2026-05-14 09:14:01,丛焕楷,,,D001630-W260514-0001,LFEF086
1018,KRRM04317692,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3803.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:27,韩龙盼,2026-05-14 08:56:49,丛焕楷,,,D001630-W260514-0001,LFEF086
1019,KRRM04317364,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4469.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:20:37,韩龙盼,2026-05-14 08:59:27,丛焕楷,,,D001630-W260514-0001,LFEF086
1020,KRRM04317451,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4467.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:40,韩龙盼,2026-05-14 08:59:24,丛焕楷,,,D001630-W260514-0001,LFEF086
1021,KRRM04317651,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3815.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:51,韩龙盼,2026-05-14 08:57:52,丛焕楷,,,D001630-W260514-0001,LFEF086
1022,KRRM04317389,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3954.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:17,韩龙盼,2026-05-14 08:59:11,丛焕楷,,,D001630-W260514-0001,LFEF086
1023,KRRM04317648,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2703.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:27,韩龙盼,2026-05-14 08:56:48,丛焕楷,,,D001630-W260514-0001,LFEF086
1024,KRRM04317241,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2313.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:29:38,韩龙盼,2026-05-14 08:58:42,丛焕楷,,,D001630-W260514-0001,LFEF086
1025,KRRM04317589,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2305.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:52,韩龙盼,2026-05-14 08:57:28,丛焕楷,,,D001630-W260514-0001,LFEF086
1026,KRRM04317729,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3985.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:04,韩龙盼,2026-05-14 08:57:33,丛焕楷,,,D001630-W260514-0001,LFEF086
1027,KRRM04317201,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3445.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:26:04,韩龙盼,2026-05-14 09:01:59,丛焕楷,,,D001630-W260514-0001,LFEF086
1028,KRRM04317630,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2708.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:52:32,韩龙盼,2026-05-14 09:13:32,丛焕楷,,,D001630-W260514-0001,LFEF086
1029,KRRM04317183,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3754.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:32:08,韩龙盼,2026-05-14 09:00:34,丛焕楷,,,D001630-W260514-0001,LFEF086
1030,KRRM04317650,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4431.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:43:36,韩龙盼,2026-05-14 08:56:02,丛焕楷,,,D001630-W260514-0001,LFEF086
1031,KRRM04317685,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4484.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:42:40,韩龙盼,2026-05-14 08:56:26,丛焕楷,,,D001630-W260514-0001,LFEF086
1032,KRRM04317602,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2818.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:46:20,韩龙盼,2026-05-14 08:58:49,丛焕楷,,,D001630-W260514-0001,LFEF086
1033,KRRM04317229,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,3739.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:12,韩龙盼,2026-05-14 09:00:28,丛焕楷,,,D001630-W260514-0001,LFEF086
1034,KRRM04317612,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2711.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:53:03,韩龙盼,2026-05-14 09:13:59,丛焕楷,,,D001630-W260514-0001,LFEF086
1035,KRRM04317231,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,10797.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:37:37,韩龙盼,2026-05-14 09:00:01,丛焕楷,,,D001630-W260514-0001,LFEF086
1036,KRRM04317426,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2695.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:39:29,韩龙盼,2026-05-14 08:58:31,丛焕楷,,,D001630-W260514-0001,LFEF086
1037,KRRM04317449,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4439.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:28,韩龙盼,2026-05-14 09:13:41,丛焕楷,,,D001630-W260514-0001,LFEF086
1038,KRRM04317366,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4446.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:30:05,韩龙盼,2026-05-14 08:59:26,丛焕楷,,,D001630-W260514-0001,LFEF086
1039,KRRM04317705,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4373.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:20:16,韩龙盼,2026-05-14 08:57:07,丛焕楷,,,D001630-W260514-0001,LFEF086
1040,KRRM04317663,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4232.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:01:05,韩龙盼,2026-05-14 09:13:15,丛焕楷,,,D001630-W260514-0001,LFEF086
1041,KRRM04317699,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4719.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4031358,,2026-05-14 14:45:50,韩龙盼,2026-05-14 08:55:38,丛焕楷,,,D001630-W260514-0001,LFEF086
1042,KRRM04317546,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,2706.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 13:54:17,韩龙盼,2026-05-14 09:13:57,丛焕楷,,,D001630-W260514-0001,LFEF086
1043,KRRM04317662,AE海运,2026-05-14 08:45:30,威海泓信优选分拨仓,4817.000,1,1,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU9807371,,2026-05-14 14:06:55,韩龙盼,2026-05-14 09:13:43,丛焕楷,,,D001630-W260514-0001,LFEF086
